Source,Target
235671,207892
239423,207892
207889,207892
236973,207892
207891,207892
207892,207892
207890,207892
207893,207892
237174,207892
235300,207892
261331,207892
237175,207892
208860,207890
208852,207890
237064,207890
237059,207890
208849,207890
208844,207890
208475,207890
208588,207890
208212,207890
208841,207890
189252,207890
207847,207890
208716,207890
245019,207890
262436,207890
267424,207890
274798,207890
208706,207890
244487,207890
262234,207890
209083,207890
209084,207890
244488,207890
262324,207890
208707,207890
208213,207890
207942,207890
207954,207890
239196,207890
261332,207890
266988,207890
208340,207890
207941,207890
238582,207890
208585,207890
238732,207890
261125,207890
266092,207890
274484,207890
284479,207890
297170,207890
311837,207890
208978,207890
208334,207890
241728,207890
189254,207890
189255,207890
208335,207890
261321,207890
207856,207890
208477,207890
237167,207890
208226,207890
235438,207890
189245,207890
236809,207890
207936,207890
208336,207890
208337,207890
208227,207890
208338,207890
207946,207890
208582,207890
207857,207890
207858,207890
208468,207890
236810,207890
208708,207890
208217,207890
208080,207890
208711,207890
207859,207890
208218,207890
207860,207890
207861,207890
207862,207890
207863,207890
207864,207890
208228,207890
208587,207890
208478,207890
235296,207890
207865,207890
237060,207890
235439,207890
235442,207890
208229,207890
235440,207890
237248,207890
261322,207890
207866,207890
237061,207890
235668,207890
237249,207890
208479,207890
236964,207890
208238,207890
207867,207890
208230,207890
207868,207890
207949,207890
207950,207890
207870,207890
189246,207890
207959,207890
239426,207890
237634,207890
236965,207890
207869,207890
208068,207890
208235,207890
207955,207890
208239,207890
236805,207890
237168,207890
236972,207890
208231,207890
189247,207890
208082,207890
207871,207890
236966,207890
208072,207890
236811,207890
236806,207890
207872,207890
262435,207890
208480,207890
208583,207890
208593,207890
237062,207890
261327,207890
208465,207890
207873,207890
261323,207890
261324,207890
235299,207890
207874,207890
236812,207890
208709,207890
207875,207890
208601,207890
208073,207890
208219,207890
208469,207890
208341,207890
208466,207890
208590,207890
236807,207890
235297,207890
236967,207890
208220,207890
237063,207890
189248,207890
189249,207890
208343,207890
242339,207890
207876,207890
207877,207890
207878,207890
207879,207890
189250,207890
189251,207890
208603,207890
208591,207890
208712,207890
207880,207890
208470,207890
208074,207890
261328,207890
208223,207890
261329,207890
207881,207890
236968,207890
236960,207890
236961,207890
207882,207890
235669,207890
237635,207890
208471,207890
261330,207890
236294,207890
208594,207890
207883,207890
237250,207890
208710,207890
208232,207890
208240,207890
236969,207890
237172,207890
208075,207890
236962,207890
237169,207890
237173,207890
207884,207890
237251,207890
261325,207890
208069,207890
261326,207890
207885,207890
208472,207890
208595,207890
207886,207890
207937,207890
207887,207890
239422,207890
207888,207890
208342,207890
235670,207890
237170,207890
235671,207890
239423,207890
207889,207890
236973,207890
207891,207890
207892,207890
207890,207890
207893,207890
237174,207890
235300,207890
261331,207890
237175,207890
208860,207893
208852,207893
208849,207893
208844,207893
208475,207893
208588,207893
208212,207893
208467,207893
208464,207893
208841,207893
189252,207893
207847,207893
208716,207893
245019,207893
262436,207893
267424,207893
274798,207893
208706,207893
244487,207893
262234,207893
209083,207893
209084,207893
244488,207893
262324,207893
208707,207893
208213,207893
207942,207893
207954,207893
239196,207893
261332,207893
266988,207893
208340,207893
207941,207893
238582,207893
208585,207893
238732,207893
261125,207893
266092,207893
274484,207893
284479,207893
297170,207893
311837,207893
208978,207893
208334,207893
241728,207893
189254,207893
189255,207893
208335,207893
261321,207893
207856,207893
208477,207893
237167,207893
208226,207893
235438,207893
189245,207893
236809,207893
207936,207893
208336,207893
208337,207893
208227,207893
208338,207893
207946,207893
208582,207893
207857,207893
207858,207893
208468,207893
236810,207893
208708,207893
208217,207893
208080,207893
208711,207893
207859,207893
208218,207893
207860,207893
207861,207893
207862,207893
207863,207893
207864,207893
208228,207893
208587,207893
208478,207893
235296,207893
207865,207893
237060,207893
235439,207893
235442,207893
208229,207893
235440,207893
237248,207893
261322,207893
207866,207893
237061,207893
235668,207893
237249,207893
208479,207893
236964,207893
208238,207893
207867,207893
208230,207893
207868,207893
207949,207893
207950,207893
207870,207893
189246,207893
207959,207893
239426,207893
237634,207893
236965,207893
207869,207893
208068,207893
208235,207893
207955,207893
208239,207893
236805,207893
237168,207893
236972,207893
208231,207893
189247,207893
208082,207893
207871,207893
236966,207893
208072,207893
236811,207893
236806,207893
207872,207893
262435,207893
208480,207893
208583,207893
208593,207893
237062,207893
261327,207893
208465,207893
207873,207893
261323,207893
261324,207893
235299,207893
207874,207893
236812,207893
208709,207893
207875,207893
208601,207893
208073,207893
208219,207893
208469,207893
208341,207893
208466,207893
208590,207893
236807,207893
235297,207893
236967,207893
208220,207893
237063,207893
189248,207893
189249,207893
208343,207893
242339,207893
207876,207893
207877,207893
207878,207893
207879,207893
189250,207893
189251,207893
208603,207893
208591,207893
208712,207893
207880,207893
208470,207893
208074,207893
261328,207893
208223,207893
261329,207893
207881,207893
236968,207893
236960,207893
236961,207893
207882,207893
235669,207893
237635,207893
208471,207893
261330,207893
236294,207893
208594,207893
207883,207893
237250,207893
208710,207893
208232,207893
208240,207893
236969,207893
237172,207893
208075,207893
236962,207893
237169,207893
237173,207893
207884,207893
237251,207893
261325,207893
208069,207893
261326,207893
207885,207893
208472,207893
208595,207893
207886,207893
207937,207893
207887,207893
239422,207893
207888,207893
208342,207893
235670,207893
237170,207893
235671,207893
239423,207893
207889,207893
236973,207893
207891,207893
207892,207893
207890,207893
207893,207893
237174,207893
235300,207893
261331,207893
237175,207893
237171,237174
266988,237174
297170,237174
207879,237174
207881,237174
237172,237174
237173,237174
237174,237174
237175,237174
235298,235300
208716,235300
207942,235300
207856,235300
235299,235300
207876,235300
235300,235300
239714,261331
239196,261331
266092,261331
261327,261331
261328,261331
261329,261331
261330,261331
261331,261331
237171,237175
266988,237175
297170,237175
207879,237175
207881,237175
237172,237175
237173,237175
237174,237175
237175,237175
237171,208851
208849,208851
266988,208851
297170,208851
189254,208851
189255,208851
207879,208851
207881,208851
237172,208851
237173,208851
237174,208851
237175,208851
21808,72010
71963,72010
29757,72676
72684,193217
99808,67733
215188,67733
198349,67733
33252,67733
9555,67733
191797,191796
72440,191796
191798,191796
191800,191796
191794,191796
191799,191796
191797,191791
72440,191791
191798,191791
191800,191791
191794,191791
191799,191791
191797,191795
72440,191795
191798,191795
191800,191795
191794,191795
191799,191795
191797,191793
72440,191793
191798,191793
191800,191793
191794,191793
191799,191793
191797,191792
72440,191792
191798,191792
191800,191792
191794,191792
191799,191792
191792,212238
72895,193875
60874,175440
29757,72671
72671,193182
249205,263861
72671,193183
215055,250607
215055,250611
215055,250612
215055,250613
215055,250606
215055,250609
215055,250610
215055,250608
215055,250614
263861,215055
193183,215055
250654,193185
72671,193185
193185,215075
193861,215795
72671,193181
72633,192333
192262,192333
72538,192333
272738,72530
192421,72530
213619,72530
192262,72530
192260,72530
72671,72530
72576,72530
192992,72530
28430,72530
192469,72530
192421,72549
213619,72549
28430,72549
192469,72549
192857,214524
192421,72570
213619,72570
28430,72570
192469,72570
192421,72598
213619,72598
28430,72598
192469,72598
192587,213622
192587,213621
192587,213620
192587,213634
72597,192857
214490,192857
250320,264223
72603,192927
192927,214572
72586,192518
192559,192518
192558,192518
72585,192518
192513,192518
192517,192518
72584,192518
192511,192518
192518,213276
192585,213542
192587,213623
72591,192585
72590,192585
192678,192585
192679,192585
192677,192585
192584,192585
192680,192585
72589,192585
72588,192585
192612,192585
192613,192585
192611,192585
192617,192585
192614,192585
72587,192585
192587,213630
192587,213627
192587,213625
192587,213628
192587,213626
192587,213629
213234,249847
213234,249836
213234,249852
213234,249849
213234,249863
213234,249838
192516,213234
192682,213234
213234,249854
213234,249864
213234,249866
213234,249831
213234,249828
213234,249857
213234,249841
213234,249859
213234,249843
213234,249833
213234,249846
213234,249861
72591,192587
72590,192587
192678,192587
192679,192587
192677,192587
192584,192587
192680,192587
72589,192587
72588,192587
192612,192587
192613,192587
192611,192587
192617,192587
192614,192587
72587,192587
194165,72756
192479,72756
213130,72756
31171,72756
192480,72756
192421,72571
213619,72571
192286,72571
192288,72571
249821,72571
213130,72571
28430,72571
192469,72571
72970,72571
35571,72571
213130,249820
213130,249821
213128,249814
72756,192479
72571,192479
192487,192479
72756,192487
72571,192487
192487,192487
192518,213278
192585,213278
72528,192252
192479,213130
192479,213128
72756,192486
72571,192486
192487,192486
192421,72580
213619,72580
192288,72580
28430,72580
192469,72580
192421,72544
213619,72544
28430,72544
192469,72544
72529,72544
192421,72543
213619,72543
28430,72543
192469,72543
192421,72575
213619,72575
28430,72575
192469,72575
192421,72548
213619,72548
28430,72548
192469,72548
192421,72542
213619,72542
28430,72542
192469,72542
192421,72546
213619,72546
28430,72546
192469,72546
192421,72538
213619,72538
192262,72538
28430,72538
192469,72538
72576,192496
192421,72573
213619,72573
28430,72573
192469,72573
192479,213129
192421,72576
213619,72576
28430,72576
192469,72576
192421,72560
213619,72560
28430,72560
192469,72560
192421,72550
213619,72550
28430,72550
192469,72550
192857,214523
192421,72561
213619,72561
72548,72561
28430,72561
192469,72561
192421,72539
213619,72539
28430,72539
192469,72539
72558,192458
192421,72558
213619,72558
28430,72558
192469,72558
72756,192485
72571,192485
192487,192485
72576,192485
192421,72574
213619,72574
192288,72574
28430,72574
192469,72574
192421,72559
213619,72559
28430,72559
192469,72559
192421,72577
213619,72577
28430,72577
192469,72577
192421,72564
213619,72564
28430,72564
192469,72564
192421,72551
213619,72551
28430,72551
192469,72551
192421,72545
213619,72545
28430,72545
192469,72545
192421,72607
213619,72607
28430,72607
192469,72607
192421,72569
213619,72569
28430,72569
192469,72569
192421,72562
213619,72562
28430,72562
192469,72562
192421,72565
213619,72565
28430,72565
192469,72565
194165,72755
72576,72755
31171,72755
192480,72755
192421,72555
213619,72555
28430,72555
192469,72555
72756,192484
72571,192484
192487,192484
192421,72572
213619,72572
192286,72572
192288,72572
28430,72572
192469,72572
192421,72554
213619,72554
28430,72554
192469,72554
72576,192497
192421,72553
213619,72553
28430,72553
192469,72553
193230,215152
72671,193186
72671,193190
72671,193187
72758,72557
192421,72557
213619,72557
72671,72557
28430,72557
192469,72557
192421,72579
213619,72579
28430,72579
192469,72579
72671,193189
272738,72924
193992,72924
191407,72924
192992,72924
192993,72924
72970,72924
35571,72924
32589,72924
191414,72924
192421,72568
213619,72568
192286,72568
72671,72568
72756,72568
72571,72568
192487,72568
28430,72568
192469,72568
72970,72568
35571,72568
3652,53288
72576,53288
73145,53288
216805,53288
72915,53288
72910,53288
194160,53288
192518,213277
192585,213277
72671,193188
193188,215081
193188,215082
193923,72646
193160,72646
29261,72646
72671,193191
296731,73092
194643,73092
282127,73092
283199,73092
34083,73092
194618,73092
251357,73092
72671,193192
67751,189436
9989,53718
250705,53718
3656,53718
250744,53718
215110,53718
193192,53718
189436,53718
72671,193193
9989,67751
250705,67751
250744,67751
215110,67751
72671,67751
72671,193194
72895,193867
72895,193870
72671,193196
72467,72477
250655,72477
282953,72477
273906,72477
192075,72477
25874,72477
53133,72477
212508,72477
192058,212546
72671,193195
193864,193863
72895,193863
215186,250761
215186,250760
193299,215196
215186,250759
194164,216833
194164,216832
264326,273004
264326,273005
264326,273011
264326,273012
264326,273010
264326,273007
264326,273006
264326,273008
264326,273002
264326,273009
164101,189361
164094,189361
67733,189361
193922,71668
193894,71668
19690,71668
191886,212365
29757,72670
72671,193177
21808,72012
71963,72012
2753,5271
2754,5271
47261,5271
74765,5271
74764,5271
74763,5271
74762,5271
74766,5271
2756,5271
2751,5271
47073,5271
5292,5271
5271,5271
61,5271
188398,5271
72684,193215
264331,273093
264331,273107
264331,273108
264331,273106
264331,273099
264331,273098
264331,273101
264331,273102
264331,273100
264331,273095
264331,273096
264331,273105
264331,273104
264331,273103
264331,273097
264331,273094
264255,271415
264255,271416
264255,271422
264255,271423
264255,271421
264255,271418
264255,271417
264255,271419
264255,271413
264255,271420
207437,234728
94296,33
191172,33
52423,33
52528,33
3282,33
52529,33
52626,33
51,33
52628,33
52524,33
52432,33
52431,33
52720,33
52918,33
52825,33
3278,33
52827,33
52530,33
52627,33
52427,33
52430,33
52624,33
3281,33
52921,33
52425,33
3280,33
3279,33
52527,33
52826,33
3277,33
3274,33
52920,33
52621,33
52531,33
52828,33
52922,33
52625,33
52923,33
52623,33
3276,33
52924,33
52622,33
52525,33
52428,33
52523,33
52526,33
52925,33
52630,33
52629,33
52426,33
52821,33
52819,33
52820,33
52725,33
52722,33
52724,33
52723,33
52729,33
52727,33
52721,33
52726,33
52728,33
52522,33
52424,33
52429,33
52919,33
52824,33
44,33
52822,33
21806,33
72034,33
3485,33
192560,33
164101,33
164094,33
1,33
4169,33
3,33
300,33
302,33
5,33
303,33
304,33
305,33
301,33
306,33
307,33
299,33
308,33
8,33
618,33
620,33
7,33
523,33
503,33
522,33
514,33
516,33
504,33
505,33
509,33
510,33
511,33
508,33
512,33
517,33
507,33
506,33
502,33
521,33
513,33
518,33
524,33
520,33
519,33
515,33
970,33
971,33
5274,33
5276,33
5275,33
13,33
860,33
10856,33
11077,33
10,33
872,33
873,33
10966,33
10967,33
10968,33
10969,33
10970,33
10971,33
10972,33
10973,33
10974,33
10965,33
10964,33
67955,33
874,33
4,33
6,33
11,33
9,33
969,33
12,33
11278,33
11277,33
1146,33
5166,33
59,33
55742,33
94029,33
55740,33
93819,33
55741,33
93924,33
55739,33
93714,33
1070,33
12086,33
1068,33
11736,33
1069,33
11911,33
1067,33
11561,33
5295,33
5296,33
58113,33
5266,33
5268,33
75006,33
57,33
32,33
55859,33
55858,33
55845,33
50107,33
55860,33
36,33
55851,33
2853,33
3839,33
49977,33
101285,33
55861,33
55857,33
49872,33
55864,33
55856,33
55855,33
55852,33
55866,33
55850,33
55854,33
55853,33
55867,33
55849,33
55865,33
55869,33
55868,33
55863,33
55862,33
44518,33
55846,33
37,33
38,33
55847,33
28,33
2948,33
5269,33
2949,33
48233,33
48234,33
48235,33
75299,33
75297,33
75301,33
75302,33
48236,33
75397,33
75395,33
75398,33
75394,33
75399,33
75396,33
48237,33
48238,33
75579,33
75580,33
75577,33
75304,33
75578,33
75576,33
48239,33
48240,33
48241,33
48246,33
48242,33
48243,33
48244,33
48245,33
5270,33
27,33
2852,33
26,33
48334,33
47486,33
2753,33
2754,33
47261,33
74765,33
74764,33
74763,33
74762,33
74761,33
74760,33
74766,33
2756,33
2751,33
47073,33
47860,33
2764,33
5340,33
5350,33
5341,33
5342,33
5343,33
5344,33
5345,33
5346,33
5347,33
5348,33
5349,33
5351,33
5352,33
5353,33
5354,33
5355,33
5272,33
2757,33
2758,33
2760,33
92109,33
92112,33
92121,33
46,33
30,33
92670,33
55,33
3172,33
5267,33
51709,33
3179,33
45190,33
3182,33
3178,33
54,33
101286,33
3175,33
3180,33
3171,33
5313,33
52,33
3185,33
5312,33
5315,33
5321,33
5316,33
5318,33
5320,33
5317,33
5322,33
5319,33
5324,33
5323,33
5325,33
5326,33
3184,33
3177,33
53,33
3173,33
86025,33
3181,33
5297,33
5298,33
58289,33
58299,33
58293,33
58290,33
58292,33
58297,33
58286,33
58300,33
58298,33
58288,33
58295,33
58291,33
58294,33
58301,33
5299,33
58296,33
58287,33
34,33
5314,33
51710,33
3186,33
3183,33
50113,33
50345,33
50101,33
50102,33
50242,33
50231,33
3052,33
3060,33
50108,33
49980,33
49861,33
50237,33
49863,33
49986,33
50109,33
50230,33
49996,33
3075,33
3067,33
3064,33
49979,33
50110,33
3053,33
49983,33
50105,33
50223,33
50229,33
49857,33
3050,33
49868,33
3058,33
49982,33
49997,33
49998,33
50116,33
3072,33
49856,33
50111,33
50344,33
50246,33
50235,33
50119,33
49999,33
50236,33
50245,33
49874,33
3073,33
49867,33
50112,33
50225,33
3071,33
49853,33
50241,33
50238,33
49981,33
193922,33
193894,33
103348,33
5278,33
5277,33
5279,33
3074,33
108052,33
72541,33
31,33
3283,33
3284,33
3285,33
3286,33
3287,33
3288,33
105216,33
63743,33
5329,33
5330,33
5332,33
5331,33
5334,33
5333,33
5335,33
5337,33
5336,33
5338,33
5339,33
5280,33
5364,33
5363,33
5366,33
5371,33
5374,33
5360,33
5362,33
5372,33
5367,33
5373,33
5370,33
5361,33
5365,33
5369,33
5368,33
5085,33
2316,33
25,33
23,33
22,33
2397,33
5328,33
5327,33
2314,33
45826,33
45827,33
24,33
2577,33
2573,33
2306,33
2305,33
2576,33
2572,33
2221,33
5289,33
57500,33
57501,33
5290,33
5288,33
5291,33
2762,33
2574,33
2575,33
21,33
2312,33
2304,33
5281,33
5282,33
5292,33
20,33
2217,33
5283,33
2216,33
3661,33
3662,33
3660,33
54140,33
54138,33
54139,33
54137,33
54141,33
35,33
3651,33
3652,33
3653,33
3654,33
3655,33
3656,33
3657,33
3658,33
3659,33
2213,33
2218,33
2223,33
2219,33
2215,33
2214,33
44515,33
2660,33
2661,33
2313,33
83674,33
39,33
72629,33
194665,33
67705,33
1133,33
1134,33
1140,33
1138,33
1137,33
1136,33
1135,33
1139,33
1141,33
1142,33
1143,33
1085,33
1083,33
1087,33
1086,33
55746,33
55745,33
1074,33
1088,33
1098,33
1123,33
1076,33
1090,33
1117,33
1094,33
1116,33
1132,33
1078,33
1079,33
1110,33
1106,33
1107,33
1108,33
1144,33
1104,33
1092,33
1096,33
1102,33
1109,33
1075,33
1095,33
1099,33
55744,33
55743,33
1071,33
1091,33
1127,33
1131,33
1112,33
1103,33
1080,33
1128,33
1130,33
1120,33
1119,33
1118,33
1072,33
1100,33
1111,33
1093,33
1129,33
1125,33
1101,33
1081,33
1124,33
1145,33
1122,33
1126,33
1089,33
1105,33
1114,33
1115,33
1073,33
1113,33
1097,33
1077,33
5293,33
198634,33
29,33
58961,33
58763,33
59239,33
60215,33
60048,33
59655,33
60874,33
60190,33
59660,33
58758,33
60047,33
59585,33
59622,33
58525,33
58527,33
58519,33
60703,33
58982,33
49860,33
61545,33
58958,33
60694,33
60691,33
59553,33
60823,33
60083,33
60820,33
60078,33
60280,33
60917,33
60916,33
60897,33
61306,33
59194,33
60903,33
60142,33
61515,33
60170,33
61725,33
59204,33
60718,33
61542,33
59274,33
59257,33
60713,33
59265,33
60762,33
59571,33
60146,33
60894,33
60738,33
58970,33
60834,33
58936,33
58531,33
60797,33
59649,33
61733,33
60183,33
60771,33
59552,33
60225,33
59595,33
61316,33
58938,33
60652,33
60149,33
60100,33
60683,33
5311,33
5310,33
5309,33
5308,33
5307,33
5306,33
5305,33
5304,33
5303,33
5302,33
5301,33
5300,33
3081,33
60659,33
59181,33
58761,33
59203,33
59163,33
59247,33
49360,33
60732,33
59575,33
48578,33
61543,33
61516,33
61547,33
59250,33
61727,33
59569,33
59609,33
60126,33
60278,33
60197,33
60176,33
61327,33
59559,33
61317,33
60861,33
59699,33
59228,33
60848,33
60884,33
60860,33
60843,33
60789,33
50451,33
60730,33
60741,33
58765,33
79057,33
58738,33
60266,33
60050,33
60140,33
59183,33
60736,33
60173,33
59706,33
58940,33
59206,33
59249,33
60129,33
59513,33
59180,33
60208,33
61513,33
58742,33
60186,33
59200,33
59161,33
60677,33
59222,33
59173,33
59198,33
59252,33
61528,33
49875,33
60188,33
60747,33
59216,33
60168,33
59521,33
61500,33
58930,33
59689,33
59197,33
60194,33
58962,33
59601,33
60282,33
59525,33
59602,33
60778,33
59679,33
60663,33
60210,33
59690,33
60726,33
58954,33
58767,33
58745,33
59656,33
59215,33
60914,33
60913,33
60041,33
60688,33
61717,33
61536,33
59691,33
61308,33
59666,33
59661,33
61720,33
61726,33
50233,33
61307,33
60880,33
60908,33
61313,33
61534,33
59677,33
60919,33
59692,33
59681,33
59664,33
60855,33
60863,33
60864,33
60865,33
60866,33
60867,33
60868,33
60869,33
60870,33
60871,33
61538,33
49869,33
61310,33
61709,33
60817,33
60734,33
60784,33
60833,33
60198,33
42,33
60887,33
60693,33
60156,33
60206,33
60256,33
60243,33
61312,33
60844,33
58555,33
60212,33
60881,33
60787,33
59672,33
60177,33
61871,33
60798,33
58722,33
60773,33
41,33
60879,33
60889,33
58976,33
60875,33
58714,33
50461,33
60717,33
60728,33
60826,33
59643,33
60873,33
60842,33
60207,33
61535,33
58561,33
60845,33
60665,33
60902,33
58759,33
59635,33
59583,33
59594,33
58748,33
60779,33
60221,33
60815,33
61735,33
60071,33
60248,33
60193,33
60745,33
59593,33
59617,33
61506,33
59646,33
59696,33
59698,33
59654,33
61323,33
60910,33
58730,33
61521,33
59554,33
59626,33
60276,33
59623,33
59650,33
59616,33
60086,33
59514,33
60180,33
60858,33
59701,33
60264,33
59556,33
59642,33
60811,33
59619,33
60840,33
59510,33
59625,33
60685,33
60827,33
59586,33
60701,33
60228,33
60166,33
59574,33
59167,33
61344,33
60781,33
59237,33
59212,33
60872,33
60862,33
60853,33
59236,33
59243,33
59178,33
58978,33
61707,33
61298,33
59223,33
59578,33
60169,33
60766,33
59543,33
58726,33
59185,33
60203,33
50227,33
59169,33
58739,33
58960,33
58928,33
60846,33
60216,33
60768,33
60782,33
60836,33
60786,33
60780,33
61329,33
59688,33
59209,33
61347,33
60767,33
60723,33
59665,33
60039,33
50464,33
58752,33
59542,33
60145,33
60199,33
60852,33
60676,33
59245,33
4172,33
59607,33
60795,33
60854,33
58542,33
60148,33
59680,33
60731,33
59565,33
50117,33
61510,33
59687,33
60157,33
60809,33
49987,33
58963,33
60287,33
59230,33
60037,33
59707,33
60242,33
59211,33
60064,33
60196,33
60240,33
59226,33
59160,33
58560,33
59710,33
58980,33
59515,33
59214,33
58716,33
59693,33
59220,33
59520,33
60269,33
60262,33
60831,33
59234,33
61304,33
61302,33
59558,33
60139,33
60662,33
60752,33
50224,33
59260,33
60128,33
60043,33
60739,33
59275,33
60813,33
60077,33
59639,33
60735,33
60704,33
60911,33
58717,33
59258,33
59685,33
60101,33
60055,33
59545,33
61722,33
60202,33
49976,33
60127,33
59632,33
59581,33
59570,33
60671,33
59657,33
60799,33
58973,33
60695,33
60883,33
58545,33
60079,33
60905,33
61872,33
60220,33
60245,33
59564,33
59606,33
60200,33
59572,33
60765,33
60891,33
4267,33
61869,33
61339,33
58520,33
50466,33
60737,33
60655,33
59582,33
58723,33
50470,33
59528,33
58744,33
59168,33
58548,33
58554,33
59157,33
58530,33
60123,33
60057,33
58559,33
50447,33
60700,33
58935,33
59534,33
49855,33
58524,33
58750,33
50456,33
50477,33
58769,33
10652,33
60697,33
3059,33
58952,33
60241,33
60263,33
60802,33
58934,33
60681,33
50448,33
50243,33
58929,33
60108,33
4268,33
60708,33
59714,33
50000,33
59675,33
59523,33
50453,33
60175,33
58768,33
50232,33
58737,33
58551,33
59522,33
59538,33
59171,33
3056,33
58725,33
58522,33
50103,33
58715,33
59603,33
49975,33
58728,33
50244,33
61540,33
61524,33
60069,33
60667,33
58562,33
58536,33
49859,33
59202,33
48580,33
58956,33
58969,33
58733,33
61527,33
59605,33
58927,33
58724,33
50467,33
50468,33
50474,33
58518,33
49108,33
59588,33
49871,33
59717,33
59678,33
49866,33
59533,33
59195,33
60162,33
60775,33
59213,33
60174,33
61335,33
4175,33
61549,33
59179,33
59221,33
60092,33
60080,33
59154,33
58533,33
60222,33
58984,33
61729,33
59539,33
58986,33
58985,33
50440,33
4173,33
50476,33
59166,33
59527,33
59155,33
59192,33
59170,33
58731,33
59232,33
58974,33
60722,33
61334,33
61508,33
61526,33
60825,33
60687,33
60898,33
60110,33
60837,33
60097,33
61710,33
60857,33
59153,33
60705,33
58753,33
58550,33
60899,33
3055,33
60214,33
59532,33
59676,33
60122,33
60098,33
60151,33
60137,33
58544,33
59695,33
59519,33
61715,33
60669,33
58764,33
61311,33
58529,33
59526,33
60062,33
59201,33
58756,33
60259,33
50471,33
59567,33
60650,33
50239,33
60230,33
58549,33
60808,33
59561,33
59697,33
60106,33
60686,33
50454,33
59668,33
60160,33
50460,33
49854,33
60144,33
60134,33
60251,33
59674,33
49870,33
60191,33
60819,33
61544,33
61322,33
60658,33
60720,33
59188,33
3068,33
60749,33
60172,33
59540,33
59187,33
61731,33
59548,33
61315,33
60290,33
60281,33
61328,33
60223,33
60830,33
61512,33
58736,33
58729,33
59683,33
49106,33
60239,33
59272,33
59587,33
59721,33
60159,33
60118,33
60072,33
60074,33
59229,33
61301,33
58546,33
59670,33
60141,33
59162,33
59246,33
60161,33
59644,33
60803,33
60224,33
59279,33
58987,33
60158,33
60758,33
60231,33
60806,33
58746,33
59193,33
59673,33
59704,33
60753,33
60689,33
59612,33
61511,33
60696,33
61343,33
60185,33
59686,33
60093,33
59703,33
60783,33
60807,33
60721,33
58534,33
4174,33
58740,33
60909,33
59711,33
60081,33
60246,33
50457,33
59190,33
60091,33
59566,33
59671,33
59600,33
59159,33
58543,33
60824,33
60719,33
60743,33
60699,33
60750,33
59511,33
48576,33
59165,33
60095,33
60776,33
60084,33
59628,33
59629,33
60138,33
61309,33
60218,33
60232,33
61321,33
58946,33
59182,33
60053,33
60056,33
60900,33
59541,33
58516,33
59186,33
50452,33
59256,33
59175,33
59240,33
60229,33
59597,33
60237,33
58537,33
60715,33
61546,33
60706,33
61341,33
60189,33
58557,33
60692,33
60670,33
61719,33
59719,33
61724,33
59667,33
60052,33
60120,33
60283,33
60796,33
60774,33
61507,33
60270,33
60201,33
59176,33
60679,33
59563,33
58766,33
58720,33
60674,33
40,33
60893,33
60036,33
60668,33
59276,33
60742,33
59271,33
61297,33
59512,33
60876,33
61331,33
60812,33
58983,33
60257,33
58933,33
50475,33
60810,33
61713,33
60672,33
61318,33
59682,33
59218,33
78373,33
59269,33
61509,33
60088,33
59174,33
60073,33
60816,33
58931,33
60284,33
60060,33
60213,33
58966,33
59589,33
60698,33
60839,33
58762,33
59242,33
60748,33
49107,33
60187,33
58988,33
59199,33
59217,33
60045,33
60664,33
60065,33
61330,33
59189,33
58971,33
58964,33
60805,33
60684,33
61708,33
58948,33
60661,33
60821,33
60235,33
59624,33
59645,33
60777,33
61342,33
59618,33
61300,33
61714,33
61530,33
59224,33
59263,33
59267,33
60279,33
60227,33
59238,33
58945,33
50115,33
60709,33
59598,33
50104,33
60205,33
60733,33
60915,33
59208,33
60147,33
60918,33
59560,33
60921,33
59225,33
60849,33
59537,33
59253,33
59536,33
60219,33
59712,33
59557,33
59531,33
59549,33
59562,33
61705,33
59599,33
59241,33
60678,33
60896,33
60260,33
60119,33
48577,33
61320,33
61503,33
60769,33
58760,33
60085,33
58955,33
59184,33
60130,33
60150,33
59509,33
59659,33
60184,33
60102,33
60791,33
60838,33
60179,33
60211,33
60049,33
59530,33
59641,33
50226,33
59591,33
59251,33
59577,33
59277,33
59524,33
59544,33
59620,33
60051,33
50472,33
60666,33
60648,33
59627,33
59631,33
60252,33
58947,33
60115,33
60181,33
60154,33
59244,33
59614,33
60038,33
60116,33
60271,33
3057,33
4170,33
48581,33
59210,33
60254,33
60233,33
60109,33
59633,33
58957,33
59573,33
59278,33
60249,33
60035,33
61299,33
60114,33
59647,33
59227,33
61345,33
60090,33
60238,33
60755,33
60716,33
60076,33
59610,33
60125,33
58558,33
59694,33
59630,33
59658,33
59651,33
60112,33
59264,33
59663,33
50441,33
59653,33
59261,33
59640,33
60113,33
60132,33
59535,33
59235,33
60103,33
59268,33
60660,33
59248,33
58515,33
60682,33
60772,33
60828,33
59590,33
59547,33
59611,33
60277,33
59152,33
59652,33
58517,33
49104,33
60761,33
60153,33
60070,33
60236,33
59255,33
59517,33
50443,33
50445,33
60653,33
61550,33
61505,33
60268,33
59273,33
60740,33
58552,33
60763,33
61711,33
59636,33
60094,33
60244,33
58734,33
61325,33
60904,33
61326,33
61502,33
60651,33
59233,33
60272,33
60792,33
59551,33
58977,33
60258,33
60273,33
60711,33
59662,33
60234,33
60253,33
58743,33
60066,33
60261,33
58556,33
58757,33
59205,33
59196,33
60163,33
60288,33
60673,33
59259,33
60690,33
59580,33
59637,33
